# charge density response
#
# Band interval (Ha) :  -100.10  100.10
#
# k-mesh division                    :   10  10  10
# Energy mesh parameters             : 
#   maximum energy [eV]              :   80.0000
#   energy step    [eV]              :    0.0500
#   eta            [eV]              :    0.4000
# q-vector information               : 
#   q-vector (mesh coord.)           :    9   3  12
#   q-vector (lat. coord.)           :       0.9000000000      0.3000000000      1.2000000000
#   q-vector (Cart. coord.) [a.u.]   :       0.4926316026      1.4778948078      0.0000000000
#   q-vector length         [a.u.]   :       1.5578379116
#   q-vector (Cart. coord.) [1/A]    :       0.9309388094      2.7928164283      0.0000000000
#   q-vector length         [1/A]    :       2.9438870001
# G-vector information               : 
#   G-shells                         :    1   2
#   G-vectors                        :    1   9
#   index of Gq vector               :    3
#
# fxc type : 0
# fxc A :   0.0000
#
# Definition of columns
#   1: energy            [eV]
#   2: -Re chi0(Gq,Gq)   [1/eV/A^3]    
#   3: -Im chi0(Gq,Gq)   [1/eV/A^3]    
#   4: -Re chi(Gq,Gq)    [1/eV/A^3]    
#   5: -Im chi(Gq,Gq)    [1/eV/A^3]    
#   6:  S(q,w)           [1/eV/A^3]    
#   7: -Re chi_scalar    [1/eV/A^3]    
#   8: -Im chi_scalar    [1/eV/A^3]    
#   9:  Re epsilon_eff                 
#  10:  Im epsilon_eff                 
#  11:  Re epsilon_eff_scalar          
#  12:  Im epsilon_eff_scalar          
#  13:  Re sigma [eV]                  
#  14:  Im sigma [eV]                  
#  15:  Re sigma_scalar [eV]           
#  16:  Im sigma_scalar [eV]           
#  17: -Re chi0_wf_full(Gq,Gq)   [1/eV/A^3]    
#  18: -Im chi0_wf_full(Gq,Gq)   [1/eV/A^3]    
#  19: -Re chi0_wf(Gq,Gq)        [1/eV/A^3]    
#  20: -Im chi0_wf(Gq,Gq)        [1/eV/A^3]    
#  21: -Re chi_wf(Gq,Gq)         [1/eV/A^3]    
#  22: -Im chi_wf(Gq,Gq)         [1/eV/A^3]    
#
   0.00000      0.174960E-01 -0.204601E-12  0.127655E-01 -0.108371E-12 -0.216742E-12  0.128147E-01 -0.109761E-12   1.36340     -0.420607E-11   1.36531     -0.427195E-11   0.00000       0.00000       0.00000       0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.500000E-01  0.174956E-01  0.567159E-04  0.127654E-01  0.300930E-04  0.601861E-04  0.128145E-01  0.304263E-04   1.36339      0.116795E-02   1.36530      0.118420E-02  0.464714E-05 -0.144588E-02  0.471177E-05 -0.145348E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.100000      0.174945E-01  0.113853E-03  0.127648E-01  0.604012E-04  0.120802E-03  0.128140E-01  0.610804E-04   1.36336      0.234417E-02   1.36528      0.237718E-02  0.186543E-04 -0.289155E-02  0.189170E-04 -0.290677E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.150000      0.174920E-01  0.171678E-03  0.127635E-01  0.910586E-04  0.182117E-03  0.128128E-01  0.921098E-04   1.36331      0.353371E-02   1.36522      0.358455E-02  0.421806E-04 -0.433667E-02  0.427875E-04 -0.435953E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.200000      0.174875E-01  0.230157E-03  0.127612E-01  0.122039E-03  0.244077E-03  0.128106E-01  0.123501E-03   1.36321      0.473531E-02   1.36513      0.480556E-02  0.753648E-04 -0.578069E-02  0.764829E-04 -0.581121E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.250000      0.174802E-01  0.288821E-03  0.127575E-01  0.153087E-03  0.306173E-03  0.128069E-01  0.155013E-03   1.36306      0.593872E-02   1.36498      0.603042E-02  0.118147E-03 -0.722279E-02  0.119971E-03 -0.726099E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.300000      0.174695E-01  0.346711E-03  0.127520E-01  0.183692E-03  0.367385E-03  0.128015E-01  0.186143E-03   1.36283      0.712374E-02   1.36475      0.723914E-02  0.170067E-03 -0.866201E-02  0.172822E-03 -0.870788E-02  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.350000      0.174554E-01  0.402466E-03  0.127447E-01  0.213139E-03  0.426278E-03  0.127942E-01  0.216168E-03   1.36254      0.826221E-02   1.36446      0.840328E-02  0.230120E-03 -0.100975E-01  0.234049E-03 -0.101510E-01  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.400000      0.174383E-01  0.454583E-03  0.127360E-01  0.240645E-03  0.481290E-03  0.127854E-01  0.244286E-03   1.36219      0.932374E-02   1.36410      0.949144E-02  0.296784E-03 -0.115288E-01  0.302122E-03 -0.115897E-01  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.450000      0.174195E-01  0.501797E-03  0.127265E-01  0.265569E-03  0.531138E-03  0.127757E-01  0.269811E-03   1.36180      0.102837E-01   1.36371      0.104772E-01  0.368259E-03 -0.129562E-01  0.375189E-03 -0.130244E-01  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
  0.500000      0.174007E-01  0.543425E-03  0.127171E-01  0.287585E-03  0.575170E-03  0.127659E-01  0.292358E-03   1.36143      0.111302E-01   1.36332      0.113464E-01  0.442858E-03 -0.143808E-01  0.451460E-03 -0.144560E-01  -0.00000      -0.00000      -0.00000      -0.00000      -0.00000      -0.00000    
